Date,Open,High,Low,Close,Adj Close,Volume
2016-09-15,85.070000,85.930000,85.029999,85.629997,69.792412,2290900
2016-09-16,85.639999,85.639999,84.860001,85.209999,69.450081,2180200
2016-09-19,85.610001,86.050003,85.180000,85.389999,69.596786,625700
2016-09-20,85.800003,86.000000,85.110001,85.440002,69.637566,844800
2016-09-21,85.790001,86.180000,85.550003,85.959999,70.061371,806100
2016-09-22,86.239998,86.599998,86.080002,86.349998,70.379234,803300
2016-09-23,86.180000,86.260002,85.570000,85.809998,69.939133,781500
2016-09-26,85.540001,85.660004,85.120003,85.489998,69.678307,718000
2016-09-27,85.400002,86.089996,85.040001,85.610001,69.776115,1080900
2016-09-28,85.870003,86.410004,85.860001,86.279999,70.322205,1019200
2016-09-29,86.400002,86.620003,85.750000,85.989998,70.085831,865700
2016-09-30,86.089996,86.449997,85.940002,85.970001,70.069534,1181500
2016-10-03,85.830002,86.000000,85.459999,85.830002,69.955429,650500
2016-10-04,84.500000,85.070000,83.739998,84.300003,68.708412,2868500
2016-10-05,84.360001,84.610001,84.029999,84.139999,68.577980,1365500
2016-10-06,84.139999,84.320000,83.669998,84.059998,68.512802,1422700
2016-10-07,84.010002,84.169998,83.440002,83.949997,68.423149,1256800
2016-10-11,83.800003,84.180000,83.589996,83.930000,68.406845,755900
2016-10-12,83.919998,84.470001,83.720001,84.279999,68.692101,975900
2016-10-13,84.000000,84.629997,83.580002,84.540001,68.904015,1121500
2016-10-14,84.779999,85.139999,84.370003,84.480003,68.855125,1122300
2016-10-17,84.599998,84.919998,84.419998,84.650002,68.993675,733400
2016-10-18,84.949997,85.339996,84.839996,85.199997,69.441956,1045400
2016-10-19,85.360001,85.580002,85.019997,85.269997,69.498985,1107200
2016-10-20,85.330002,85.790001,85.129997,85.449997,69.645706,1467000
2016-10-21,85.349998,85.779999,85.300003,85.519997,69.702759,982500
2016-10-24,85.660004,86.339996,85.550003,86.260002,70.305893,1279400
2016-10-25,86.489998,86.489998,86.019997,86.099998,70.175484,1090300
2016-10-26,86.099998,86.830002,86.010002,86.669998,70.640076,2241500
2016-10-27,86.839996,87.290001,86.510002,86.940002,70.860130,1981000
2016-10-28,85.820000,86.019997,85.180000,85.349998,70.259178,1769700
2016-10-31,85.290001,85.639999,85.180000,85.360001,70.267433,975500
2016-11-01,85.330002,85.400002,84.510002,84.940002,69.921684,1353500
2016-11-02,84.589996,84.680000,84.260002,84.389999,69.468925,985400
2016-11-03,84.629997,85.230003,84.199997,84.470001,69.534775,1311300
2016-11-04,84.400002,84.459999,83.580002,83.830002,69.007965,1288600
2016-11-07,84.589996,85.220001,84.589996,84.940002,69.921684,1041400
2016-11-08,84.779999,85.320000,84.599998,84.989998,69.962845,829800
2016-11-09,84.089996,85.910004,84.089996,85.550003,70.423843,1699700
2016-11-10,85.870003,86.550003,85.739998,86.169998,70.934219,1700400
2016-11-11,86.160004,86.370003,85.320000,86.059998,70.843674,1173800
2016-11-14,86.400002,87.199997,86.379997,86.580002,71.271698,1716500
2016-11-15,86.860001,87.000000,85.940002,86.940002,71.568077,1796400
2016-11-16,86.680000,86.949997,86.269997,86.750000,71.411659,1282200
2016-11-17,86.589996,87.779999,86.570000,87.599998,72.111359,1535500
2016-11-18,87.459999,87.860001,87.279999,87.839996,72.308937,1061900
2016-11-21,87.959999,88.669998,87.779999,88.339996,72.720528,1787000
