Date,Open,High,Low,Close,Adj Close,Volume
2016-09-15,80.169998,81.489998,80.160004,81.360001,66.893951,1777800
2016-09-16,81.190002,81.190002,80.449997,80.760002,66.400620,5653300
2016-09-19,81.000000,81.339996,80.519997,80.760002,66.400620,1582300
2016-09-20,81.080002,81.370003,80.730003,81.059998,66.647263,1519000
2016-09-21,81.320000,81.599998,81.129997,81.599998,67.091248,1876800
2016-09-22,81.849998,82.169998,81.800003,81.879997,67.321480,1610000
2016-09-23,81.699997,81.870003,81.209999,81.400002,66.926819,1195400
2016-09-26,81.019997,81.099998,80.669998,80.889999,66.507492,1149100
2016-09-27,80.720001,81.099998,80.349998,80.750000,66.392403,1346700
2016-09-28,81.010002,81.529999,80.989998,81.459999,66.976151,1983100
2016-09-29,81.400002,81.800003,80.860001,81.230003,66.787056,1649400
2016-09-30,81.540001,81.779999,81.260002,81.260002,66.811699,1870600
2016-10-03,81.309998,81.309998,80.699997,80.949997,66.556831,1277600
2016-10-04,81.080002,81.440002,80.779999,81.150002,66.721275,2016700
2016-10-05,81.290001,81.769997,81.180000,81.620003,67.107719,1383700
2016-10-06,81.559998,82.209999,81.559998,82.120003,67.518799,2242800
2016-10-07,81.930000,82.160004,81.550003,81.900002,67.337921,1874600
2016-10-11,81.959999,82.220001,81.650002,82.029999,67.444809,1658000
2016-10-12,82.010002,82.300003,81.809998,82.110001,67.510559,1532700
2016-10-13,81.839996,82.760002,81.570000,82.610001,67.921684,2396500
2016-10-14,82.970001,83.279999,82.440002,82.610001,67.921684,2642600
2016-10-17,82.599998,83.110001,82.500000,82.779999,68.061447,1232800
2016-10-18,83.239998,83.699997,83.089996,83.529999,68.678101,2206400
2016-10-19,83.699997,83.930000,83.419998,83.669998,68.793213,1824300
2016-10-20,83.790001,84.089996,83.699997,83.930000,69.006973,2533900
2016-10-21,83.900002,84.699997,83.830002,84.500000,69.475632,2258400
2016-10-24,83.660004,83.980003,83.599998,83.790001,69.575272,1601000
2016-10-25,83.769997,83.800003,83.220001,83.480003,69.317871,1937100
2016-10-26,83.019997,83.980003,83.019997,83.650002,69.459015,2502500
2016-10-27,83.660004,83.949997,83.550003,83.750000,69.542046,2508600
2016-10-28,83.550003,83.989998,83.529999,83.720001,69.517159,2167700
2016-10-31,83.650002,84.089996,83.559998,83.800003,69.583565,1989600
2016-11-01,83.790001,83.790001,82.779999,83.220001,69.101967,2142700
2016-11-02,82.709999,83.050003,82.470001,82.580002,68.570541,1647400
2016-11-03,82.739998,83.070000,82.500000,82.730003,68.695114,1766500
2016-11-04,82.510002,82.550003,81.820000,82.059998,68.138756,1909100
2016-11-07,82.650002,83.379997,82.599998,83.080002,68.985718,1667500
2016-11-08,83.000000,83.699997,82.900002,83.510002,69.342781,1484300
2016-11-09,82.970001,84.690002,82.830002,84.339996,70.031960,2950200
2016-11-10,84.790001,86.010002,84.510002,85.779999,71.227684,3357300
2016-11-11,85.580002,86.089996,85.169998,85.980003,71.393753,2423600
2016-11-14,86.080002,86.820000,85.709999,86.629997,71.933456,2449500
2016-11-15,86.709999,86.739998,85.870003,86.019997,71.426956,1986900
2016-11-16,85.750000,86.260002,85.540001,86.029999,71.435265,1719900
2016-11-17,86.110001,87.059998,85.900002,86.830002,72.099548,2641400
2016-11-18,86.830002,87.400002,86.769997,87.269997,72.464920,2865500
2016-11-21,87.500000,89.260002,87.400002,88.949997,73.859894,3347100
2016-11-22,89.419998,90.000000,88.680000,89.250000,74.108994,2885200
2016-11-23,89.010002,89.959999,89.000000,89.830002,74.590599,1772700
2016-11-24,89.709999,89.989998,89.540001,89.650002,74.441147,632100
2016-11-25,89.750000,90.000000,89.209999,89.730003,74.507576,1236800
2016-11-28,89.739998,89.900002,89.029999,89.269997,74.125603,2022500
2016-11-29,89.559998,90.160004,89.500000,90.120003,74.831390,1825600
2016-11-30,89.000000,89.000000,87.040001,87.080002,72.307144,6331000
2016-12-01,87.160004,87.940002,86.830002,87.300003,72.489822,3473900
2016-12-02,87.300003,87.930000,87.150002,87.730003,72.846870,1721200
2016-12-05,88.059998,88.360001,87.889999,87.919998,73.004623,1802800
2016-12-06,88.580002,88.589996,87.959999,88.019997,73.087654,1891000
2016-12-07,88.019997,88.389999,87.699997,88.330002,73.345062,3007200
2016-12-08,88.419998,90.010002,88.330002,89.430000,74.258469,3661700
2016-12-09,89.800003,90.510002,89.559998,90.300003,74.980865,2270400
2016-12-12,90.059998,90.459999,89.940002,90.300003,74.980865,2096200
2016-12-13,90.349998,91.470001,90.349998,91.199997,75.728195,2326500
2016-12-14,90.980003,91.169998,90.320000,90.669998,75.288101,3248800
2016-12-15,90.699997,91.779999,90.699997,91.489998,75.968979,3313300
2016-12-16,91.889999,91.949997,91.440002,91.629997,76.085243,10149500
2016-12-19,91.889999,92.059998,91.570000,91.790001,76.218094,1855600
2016-12-20,92.190002,92.290001,91.790001,91.949997,76.350952,1802700
2016-12-21,92.000000,92.139999,91.709999,91.959999,76.359261,941200
2016-12-22,91.919998,92.129997,91.540001,92.019997,76.409058,1556400
2016-12-23,92.019997,92.040001,91.680000,91.680000,76.126740,876100
2016-12-28,91.989998,92.199997,91.430000,91.800003,76.226395,1801900
2016-12-29,91.849998,91.959999,90.889999,91.410004,75.902557,1192900
2016-12-30,91.500000,91.660004,90.800003,90.870003,75.454178,1450300
2017-01-03,91.370003,91.919998,91.110001,91.500000,75.977295,1853900
2017-01-04,91.529999,93.040001,91.449997,92.839996,77.089973,2828700
2017-01-05,93.000000,93.540001,92.599998,92.820000,77.073357,2508700
2017-01-06,93.010002,93.010002,92.430000,92.720001,76.990334,1412300
2017-01-09,92.449997,92.720001,92.019997,92.519997,76.824242,1527000
2017-01-10,92.839996,93.169998,92.500000,92.970001,77.197899,1658600
2017-01-11,93.120003,94.000000,92.900002,93.889999,77.961845,6061500
2017-01-12,93.589996,93.910004,93.010002,93.750000,77.845596,2796400
2017-01-13,94.050003,94.900002,93.889999,94.500000,78.468361,2320100
2017-01-16,94.500000,94.760002,93.919998,94.269997,78.277374,1321300
2017-01-17,94.099998,94.120003,93.430000,93.580002,77.704422,1779000
2017-01-18,93.680000,93.769997,92.809998,93.290001,77.463608,2028100
2017-01-19,93.300003,93.599998,93.099998,93.279999,77.455315,1564900
2017-01-20,93.260002,94.279999,93.260002,94.169998,78.194344,2348900
2017-01-23,94.059998,94.279999,93.699997,94.089996,78.127899,1860000
2017-01-24,93.010002,93.580002,92.529999,93.379997,78.228439,2547600
2017-01-25,93.750000,94.300003,93.739998,93.989998,78.739464,2620100
2017-01-26,94.150002,94.480003,93.839996,94.360001,79.049423,1425000
2017-01-27,94.389999,94.570000,94.070000,94.470001,79.141586,1143200
2017-01-30,94.300003,94.419998,93.599998,94.059998,78.798096,1705500
2017-01-31,93.550003,94.010002,92.839996,93.559998,78.379227,2589300
2017-02-01,94.019997,94.129997,93.320000,93.690002,78.488136,1714900
2017-02-02,93.550003,93.900002,93.250000,93.760002,78.546783,2302800
2017-02-03,94.000000,94.820000,93.930000,94.599998,79.250481,2169000
2017-02-06,94.599998,95.470001,94.080002,94.669998,79.309128,1993400
2017-02-07,94.870003,95.480003,94.870003,95.279999,79.820152,1559200
